Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
BASF SE|Chemie|October 2019|3|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Finanzen / Controlling bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|4|"ca. 60-65% Frauenanteil sowie multikulturell. Je hÃ¶her man allerdings ""nach oben"" blickt, desto mehr MÃ¤nner wird man finden."
BASF SE|Chemie|October 2019|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Vielfalt wird teilweise eher Ã¼bertrieben und leider oft deutlich Ã¼ber Qualifikation gesetzt.
BASF SE|Chemie|October 2019|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Vielfalt wird teilweise eher Ã¼bertrieben und leider oft deutlich Ã¼ber Qualifikation gesetzt.
BASF SE|Chemie|October 2019|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Work-Life-Balance|4|Teilweise herrscht ein MissverhÃ¤ltnis. WÃ¤hrend an Stellen, wo ohnehin schon Personalknappheit herrscht, weiter abgebaut bzw. nicht aufgebaut/nachbesetzt wird, herrschen an anderen Stellen offenbar â€žsozialistischeâ€œ VerhÃ¤ltnisse und man hat den Eindruck, hier machen mehrere Leute einen Job, der nichtmal einen auslasten wÃ¼rde bzw. machen Jobs, die einfach niemand braucht. Gut daran zu erkennen, dass es Mitarbeiter gibt, die offenbar wÃ¤hrend ihrer gesamten Arbeitszeit Artikel im â€žOnline Reporterâ€œ (dem Mitarbeiter-Magazin im Intranet) kommentiere und dort ganze Romane abliefern, um ihren VerschwÃ¶rungstheorien Raum zu geben, ohne dass dies Unternehmensseitig irgendeine Konsequenz zu haben scheint.
BASF SE|Chemie|October 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF Nienburg in Nienburg/Weser gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Ja
BASF SE|Chemie|September 2019|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|Immer schlechtere Vorgesetzten, keine Gehaltsentwicklung, nur alte Seilschaften bringen einen nach oben und tief genug in den A.....kriechen
BASF SE|Chemie|September 2019|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Frauen werden seid Jahren gefÃ¶rdert.
BASF SE|Chemie|September 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Perfekt
BASF SE|Chemie|September 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|1|"Das Service Center der BASF stellt fast nur sehr junge Arbeitnehmer ein, meist Absolventen oder Leute mit 1-2 Jahre Berufserfahrung (hÃ¶chstwahrscheinlich wegen den geringeren GehÃ¤ltern, aber dazu unter dem Punkt ""Gehalt"" mehr). Dies hat zwei Konsequenzen in dem Unternehmen, das ich in fast jedem Team unter den Chemikern / Naturwissenschaftlern beobachten konnte: 1. Da sehr viele junge Leute (mich mit einbezogen) im Unternehmen arbeiten, stellt das erst einmal eine angenehme ArbeitsatmosphÃ¤re dar, man ist eher Business Casual bis Casual gekleidet und die Kommunikation ist eher freundschaftlich, locker (inkl. Dutzen). 2. Nach etwa einem Jahr wendet sich die ArbeitsatmosphÃ¤re meist hin zum negativen. Das hat den Grund, dass die meisten Kollegen frustriert Ã¼ber die nicht vorhandenen EntwicklungsmÃ¶glichkeiten (finanziell und bezogen auf eine BefÃ¶rderung) sind (hier wird im GesprÃ¤ch mit Vorgesetzten oft gesagt, dass es diese gebe z.B. kÃ¶nne man sich in andere Teams bewerben, allerdings gibt es faktisch in der Praxis keine MÃ¶glichkeit sich in seinem Gehaltsband fortzubewegen, was auch bisher so gewollt ist). Es entstehen in vielen Teams oft sehr unangenehme Konkurrenzsituationen."
BASF SE|Chemie|September 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|2|"Siehe Punkt ""Kommunikation""."
BASF SE|Chemie|September 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Frauen in hohen Positionen durchaus anzufinden, in sehr hohen eher nicht.
BASF SE|Chemie|September 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|1|Kann ich nicht erkennen. Es gibt einen sehr kleinen Zuschuss zum BVG-Ticket. Das Sozialbewusstsein wÃ¼rde ich als sehr gering einstufen, Mitarbeiter werden nicht wertgeschÃ¤tzt, Entgelte sind sehr gering.
BASF SE|Chemie|September 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|... in Arbeit
BASF SE|Chemie|September 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen gearbeitet.|Empfohlen|Gleichberechtigung|3|keine negativen Erfahrungen
BASF SE|Chemie|September 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Nein es gibt immer noch unterschiedliche GehÃ¤lter
BASF SE|Chemie|August 2019|4|Zeitarbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF Logistics GmbH in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Gibt es nicht
BASF SE|Chemie|August 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|Kollegenzusammenhalt|3|"Generell gibt es von allem etwas! Solange keine Bedrohungen durch neue MaÃŸnahmen, Umsetzungen, Prozesse, neue Aufgaben etc. ins Team katapultiert werden - und das werden sie leider sehr oft -, solange ist der Zusammenhalt eigentlich wirklich gut! Die meisten Kollegen pflegen einen netten Ton untereinander, man ist international und recht lÃ¤ssig unterwegs. Leider gibt es aber auch die StÃ¤nkerer sowie Gruppenbildung wie ""zu Schulzeiten"". Schade, denn nur der gute Kollegenzusammenhalt hilft einem, lachend Ã¼ber die teilweisen wirklich grauenvollen Prozesse und ineffizienten IT-Anwendungen mit einem Lachen hinwegzusehen ..."
BASF SE|Chemie|August 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|4|"Eigentlich sehr gut. Ein bisschen geht noch was, z.B. bei dem leider sehr antiquierten Bewertungsprozess von MAs durch die Vorgesetzten, die auch gerne mal ihren Liebling unberechtigterweise pushen, obwohl der nun garantiert kein ""outstandig"" verdient hat! Aber ansonsten werden alle fair behandelt, meines Erachtens."
BASF SE|Chemie|August 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|2|"Es gibt sie kaum. Leider ist die Firmenpolitik, so jung wie mÃ¶glich zu suchen und anzustellen; das Wort ""Erfahrung"", welches ja auch mit einem lÃ¤ngeren Arbeitsleben einhergeht, hat hier keine Bedeutung. Aber die wenigen Ã¤lteren MAs, die es gibt, werden, glaube ich, genauso behandelt wie andere Kollegen."
BASF SE|Chemie|August 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei BASF Service Europe in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Gleichberechtigung wird groÃŸ geschrieben. Und von ca. 95% der Kollegen auch selbstverstÃ¤ndlich gelebt. Leider bestÃ¤tigt die Ausnahme die Regel...
BASF SE|Chemie|August 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei BASF Service Europe in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Gleichberechtigung wird groÃŸ geschrieben. Und von ca. 95% der Kollegen auch selbstverstÃ¤ndlich gelebt. Leider bestÃ¤tigt die Ausnahme die Regel...
BASF SE|Chemie|July 2019|8|Ex-FÃ¼hrungskraft / Management|Hat im Bereich IT bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|andere reden, hier gelebt SelbstverstÃ¤ndlichkeit
BASF SE|Chemie|July 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Fast ausschlieÃŸlich Frauen in mittleren FÃ¼hrungspositionen
BASF SE|Chemie|July 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|gut
BASF SE|Chemie|July 2019|7|Ex-Praktikant/in|Hat im Bereich Finanzen / Controlling bei BASF in mexico gearbeitet.|Empfohlen|Gleichberechtigung|4|gut
BASF SE|Chemie|July 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|3|Absprachen mit hÃ¶her gestellten Personen gestalten sich schwierig. Angespannte Situation da sich fÃ¼r Produktionsmitarbeiter nichts Ã¤ndert. Viele machen die Weiterbild. zum Meister, da GehÃ¤lter ab einem gewissen Punkt stehen bleiben.
BASF SE|Chemie|July 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|2|ProduktionsfachkrÃ¤fte, welchen Ã¼berhaupt dafÃ¼r sorgen, dass Anlagen richtig laufen und BASF ihre Produktpalette in der QualitÃ¤t anbieten kann wie bisher, werden mit max E7 vergÃ¼tet. BÃ¼romitarbeiter etc. erhalten hÃ¶here Entgeltgruppen, obwohl die Chemikanten eigentlich aufgrund der Schichtarbeit die HauptarbeitstrÃ¤ger sind !! Finde ich(wie viele auch) sehr sehr schade. Wenn sich da nicht bald was Ã¤ndert bzgl. Gehalt gibt es nurnoch Meister !
BASF SE|Chemie|July 2019|8|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Marketing / Produktmanagement bei BASF in DÃ¼sseldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Demonstrative Vielfalt.
BASF SE|Chemie|July 2019|8|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Marketing / Produktmanagement bei BASF in DÃ¼sseldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Demonstrative Vielfalt.
BASF SE|Chemie|July 2019|8|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Marketing / Produktmanagement bei BASF in DÃ¼sseldorf gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|Wird als Belastung angesehen.
BASF SE|Chemie|July 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|4|bei HR ist man als Mann immer in der Unterzahl..
BASF SE|Chemie|July 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|4|bei HR ist man als Mann immer in der Unterzahl..
BASF SE|Chemie|July 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Kein Arbeiter oder Angestellter mit Ausbildung im Vorstand...das zeigt den Stand
BASF SE|Chemie|July 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|MÃ¤nner wie Frauen arbeiten im Schichtdienst zusammen und werden auch Gleichberechtigt behandelt.
BASF SE|Chemie|July 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF Schwarzheide GmbH (Schwarzheide / Deutschland) in Schwarzheide gearbeitet.|Empfohlen|Work-Life-Balance|4|Resultierend aus der flexiblen Arbeitszeit habe ich jetzt deutlich mehr Zeit fÃ¼r meine Familie.
BASF SE|Chemie|June 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei Wintershall Holding GmbH (BASF Gruppe), Kassel in Kassel gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|GehaltserhÃ¶hungen sind fÃ¼r MÃ¤nner immer noch leichter zu erreichen. Gleiche Jobs werden immer noch sehr unterschiedlich vergÃ¼tet. Hier muss man GlÃ¼ck mit seinem Vorgesetzten haben.
BASF SE|Chemie|June 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei Wintershall Holding GmbH (BASF Gruppe), Kassel in Kassel gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|4|PersÃ¶nlich gehe ich mit Ã¤lteren Kollegen genauso um wie mit jÃ¼ngeren Kollegen. Ã„ltere Kollegen haben allerdings manchmal den Sprung in die neue Kultur nicht geschafft und halten an veralteten Marotten fest.
BASF SE|Chemie|June 2019|6|Ex-Angestellte/r oder Arbeiter/in|Hat bei BASF in LemfÃ¶rde  gearbeitet.|Empfohlen|Gleichberechtigung|3|Ja.
BASF SE|Chemie|June 2019|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei BASF in DÃ¼sseldorf gearbeitet.|Empfohlen|Gleichberechtigung|2|Ist immer noch eine MÃ¤nnerdomÃ¤ne.
BASF SE|Chemie|June 2019|2|Ex-Praktikant/in|Hat bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|4.5|I have learnt a lot and was able to apply what I have learnt in my master. The team involved me in various topics.
BASF SE|Chemie|June 2019|3|Ex-Praktikant/in|Hat bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|4.4|The manager focused self development but team members value German language more.
BASF SE|Chemie|June 2019|4|Ex-Praktikant/in|Hat bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|4.4|I think it has been a very good experience so far. I have the opportunity to get in touch with different aspects.
BASF SE|Chemie|June 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF in Ludwigshafen gearbeitet.|Empfohlen|Overall|4.0|Angenehmer Arbeitgeber in einer angenehmen Umgebung.
BASF SE|Chemie|June 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Nicht empfohlen|Overall|2.5|Traditionell
BASF SE|Chemie|May 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|2|Am Anfang gut, aber immer schlechter, es kommt mehr und mehr zum Ellbogenprinzip, meiner Meinung nach stark gefÃ¶rdert durch die Arbeitsbedingungen / fehlenden MÃ¶glichkeiten zur Entwicklung.
BASF SE|Chemie|May 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF Services Europe GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Wenig Frauen in hohen Positionen
BASF SE|Chemie|May 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|3.7|Job und Familie lassen sich gut vereinbaren
BASF SE|Chemie|May 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Work-Life-Balance|5|Es gibt viele MÃ¶glichkeiten und Angebote zur Kinderbetreuung oder Pflege von AngehÃ¶rigen. FÃ¼r mich super!
BASF SE|Chemie|May 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF in Ludwigshafen gearbeitet.|Empfohlen|Overall|3.8|Guter Arbeitgeber mit schlechter Kommunikation
BASF SE|Chemie|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF in Berlin gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|2|relativ junges Team und nettes Miteinander, gemeinsame Mittagspausen werden gemacht. Hierarchien werden hier stark ausgelebt, was insgesamt die Stimmung drÃ¼ckt. SelbststÃ¤ndiges Arbeiten und Denken werden dadurch nicht gefÃ¶rdert.
BASF SE|Chemie|May 2019|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|3|nun ja - da gÃ¤b es noch OptimierungsmÃ¶glichkeiten
BASF SE|Chemie|May 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|Nichts zu beanstanden. Es gibt sehr viele weibliche FÃ¼hrungskrÃ¤fte, auch in der hÃ¶heren FÃ¼hrungsebene. NatÃ¼rlich muss Frau Ellenbogen mitbringen. Ich habe bisher keine Situation erlebt, in der jemand wegen seines Geschlechts benachteiligt oder geringgeschÃ¤tzt wurde.
BASF SE|Chemie|May 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|Nichts zu beanstanden. Es gibt sehr viele weibliche FÃ¼hrungskrÃ¤fte, auch in der hÃ¶heren FÃ¼hrungsebene. NatÃ¼rlich muss Frau Ellenbogen mitbringen. Ich habe bisher keine Situation erlebt, in der jemand wegen seines Geschlechts benachteiligt oder geringgeschÃ¤tzt wurde.
BASF SE|Chemie|May 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF Services Europe GmbH in Berlin gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|5|junges, dynamisches Team
BASF SE|Chemie|May 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Empfohlen|Gleichberechtigung|3|Man bemÃ¼ht sich mehr Frauen in FÃ¼hrungspositionen zu bringen, die RealitÃ¤t zeigt aber, wie resistent alte Strukturen sind. Integration und DiversitÃ¤t stehen aber stark im Fokus der Unternehmensleitung.
BASF SE|Chemie|May 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Empfohlen|Gleichberechtigung|3|Man bemÃ¼ht sich mehr Frauen in FÃ¼hrungspositionen zu bringen, die RealitÃ¤t zeigt aber, wie resistent alte Strukturen sind. Integration und DiversitÃ¤t stehen aber stark im Fokus der Unternehmensleitung.
BASF SE|Chemie|May 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Nicht empfohlen|Overall|2.2|Alt und eingefahren
BASF SE|Chemie|May 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|2|Die alten teils teils ist aber lange nicht mehr wie frÃ¼her.
BASF SE|Chemie|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF Service Europe in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|Ich sehen keinen Unterschied zwischen Frauchen und MÃ¤nner. Die Frauchenquote in Berlin ist sehr hoch, da fÃ¼r die der MÃ¤nner in LU
BASF SE|Chemie|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF Service Europe in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|Ich sehen keinen Unterschied zwischen Frauchen und MÃ¤nner. Die Frauchenquote in Berlin ist sehr hoch, da fÃ¼r die der MÃ¤nner in LU
BASF SE|Chemie|May 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei BASF Service Europe in Berlin gearbeitet.|Empfohlen|Work-Life-Balance|5|Super flexibel. Homeoffice jederzeit mÃ¶glich. Auch in Situationen wo z.B. in der Familie was ist, wird einem Homeoffice auch fÃ¼r mehrer Wochen angeboten. FÃ¼r Pendler super,diese nutzen es 2-3x die Woche. Man muss halt erreichbar sein, aber bisher gab es nie Probleme.
BASF SE|Chemie|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|3|Ich arbeite seit 7 Jahren in diesem Unternehmen und wurde oft versetzt, da die Unternehmenskultur erst langsam eine Kultur wird.
BASF SE|Chemie|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|1|"Umwelt wird im ganzen Unternehmen groÃŸgeschrieben und wird auch durchgesetzt. Sozialbewusstsein ist meiner EinschÃ¤tzung nach weniger da, da oftmals nur gerechnet wird, wieviel Budget ein weiterer Mitarbeiter benÃ¶tigt, und anhand dessen die ""Wirtschaftlichkeit"" betrachtet."
BASF SE|Chemie|May 2019|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Overall|4.5|Manchmal alt, aber als Arbeitgeber sehr gut
BASF SE|Chemie|May 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Darauf wird stark geachtet
BASF SE|Chemie|May 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Schwarzheide gearbeitet.|Empfohlen|Gleichberechtigung|4|Ich denke das es grÃ¶ÃŸtenteils so ist
BASF SE|Chemie|May 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|1|Wenig Kommunikation mit den Angestellten. Zuviel Arbeit und zu wenige Leute.
BASF SE|Chemie|May 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF Catalysts Germany GmbH in Nienburg/Weser gearbeitet.|Empfohlen|Overall|4.5|Familie und Beruf im Einklang
BASF SE|Chemie|May 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF Catalysts Germany GmbH in Nienburg/Weser gearbeitet.|Empfohlen|Gleichberechtigung|5|Das Unternehmen setzt die Gleichberechtigung durch. Nur in der GeschÃ¤ftsfÃ¼hrung fehlt es noch an der Umsetzung
BASF SE|Chemie|May 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF Catalysts Germany GmbH in Nienburg/Weser gearbeitet.|Empfohlen|Gleichberechtigung|5|Das Unternehmen setzt die Gleichberechtigung durch. Nur in der GeschÃ¤ftsfÃ¼hrung fehlt es noch an der Umsetzung
BASF SE|Chemie|May 2019|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF Service Europe in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|Kein Rassismus oder Intoleranz
BASF SE|Chemie|May 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei BASF SE in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|5|Keine Unterschiede zwischen den Geschlechtern
BASF SE|Chemie|May 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei BASF in Ludwigshafen gearbeitet.|Empfohlen|Gleichberechtigung|3|Management sehr MÃ¤nnerlastig. Wiedereinstieg nach Elternzeit durch begrenzte Kitaplatzanzahl erschwert.
BASF SE|Chemie|May 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei BASF in Ludwigshafen gearbeitet.|Empfohlen|Gleichberechtigung|3|Management sehr MÃ¤nnerlastig. Wiedereinstieg nach Elternzeit durch begrenzte Kitaplatzanzahl erschwert.
BASF SE|Chemie|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF in Ludwigshafen am Rhein gearbeitet.|Empfohlen|Gleichberechtigung|4|Diversity and Inclusion sind ein groÃŸes Thema
